No	채널명	구독자수	전체 비디오개수	누적 조회수	비디오 제목	비디오 조회수	비디오 좋아요	카테고리	촬영지역	세부 지역	키워드	설명	업로드일자	썸네일	videoURL	videoPath	audioPath
11	제주성산초롱민박	28명	-	-	 초롱민박  제주 동쪽에 숨은 극가성비 숙소 최초공개 l 현직 해녀이모의 푸짐 저렴 집밥 강추 	6014	50	호텔	제주도	-	제주,제주 숙박,제주 숙박 추천,제주 동부,제주 동부 숙박,제주도 민박,제주도 게스트하우스,제주도 성산일출봉,성산일출봉,제주 여행,초롱민박,제주 초롱민박	제주 여행의 꽃  동부 성산일출봉과 바다를 한 눈에 담을 수 있는 최고의 가성비 숙소를 추천합니다 진정한 아날로그 감성  제주 친정집 느낌 숙소입니다 예약금 없고 전화 예약만 주시면 돼요 조식은 5천 원입니다 숙박비는 해녀이모에게 전화로 문의주세요 민박 이름: 초롱민박 가게 주소: 제주특별자치도 서귀포시 성산읍 성산리 254 2  전화 번호: 010 3691 4580	2020-08-18 00:00:00	https://i.ytimg.com/vi/-IKUDOOxXYo/sddefault.jpg	https://www.youtube.com/watch?v=-IKUDOOxXYo	 초롱민박  제주 동쪽에 숨은 극가성비 숙소 최초공개 l 현직 해녀이모의 푸짐 저렴 집밥 강추.mp4	 초롱민박  제주 동쪽에 숨은 극가성비 숙소 최초공개 l 현직 해녀이모의 푸짐 저렴 집밥 강추.mp3
12	노무사은혜 eunnye	3.47천명	-	-	노무사의 제주여행 브이로그    신라호텔 쁘띠카바나  룸서비스    제주에서 신분증 분실    독채에어비앤비   금오름   제주 서쪽 여행	4167	좋아요	호텔	제주도	-		안녕하세요  노무사은혜입니다 지난 주 1차 시험 치르신 노무사 수험생분들  너무 고생 많으셨습니다: 모두들 좋은 결과 있으시길 바랍니다ㅎ ㅎ 이번 영상은 2월에 다녀왔던 제주여행 영상을 준비해봤어요  같이 랜선여행 떠나보아요  숙소정보 1 2일차 : 머스태쉬하우스  에어비앤비 3일차 : 제주신라호텔 Music music provided by 브금대통령 Track : 사랑의연   https://youtu be/v1eemRhj7ww  Track : 꿈의 왈츠   https://youtu be/xZLI501R iw  Track : Spring Bossa   https://youtu be/1gmzasoTIL4  Track : Love Song   https://youtu be/zYYkOoMwYR0  Track : Some Vintage Mood 5   https://youtu be/e0X1quVKQmI  Track : S O U N D S   Don t Throw Our Love Away feat  Martin Novales Free Download / Stream : https://jupitamusic com/dtola/ Music Playlist : https://youtu be/ 16DLGRu0ro  Instagram : eu nomia  Email : goodcpla kakao com 브이로그  제주도  여행 travel  제주신라호텔  제주숙소	2021-05-15 00:00:00	https://i.ytimg.com/vi/-J7tJ6CGdl8/sddefault.jpg	https://www.youtube.com/watch?v=-J7tJ6CGdl8	노무사의 제주여행 브이로그    신라호텔 쁘띠카바나  룸서비스    제주에서 신분증 분실    독채에어비앤비   금오름   제주 서쪽 여행.mp4	노무사의 제주여행 브이로그    신라호텔 쁘띠카바나  룸서비스    제주에서 신분증 분실    독채에어비앤비   금오름   제주 서쪽 여행.mp3
13	제주연이네 Jeju Yune	65명	-	-	 제주풀빌라빈스 l 연이남매의 여름휴가브이로그 l 수영장펜션 l 바베큐파티  	227	7	호텔	제주도	-	jeju,제주일상,제주브이로그,취미브이로그,재택근무브이로그,VLOG	 제주풀빌라빈스  여름휴가브이로그  제주수영장펜션 가족들과 서귀포에 위치한 풀빌라 빈스에 다녀왔어요 수영장이 안에 있어서 저희끼리 잼나게 놀았답니다 짧은 일정이었지만 즐거웠습니다 	2021-08-17 00:00:00	https://i.ytimg.com/vi/-m3HHxz8gkk/sddefault.jpg	https://www.youtube.com/watch?v=-m3HHxz8gkk	 제주풀빌라빈스 l 연이남매의 여름휴가브이로그 l 수영장펜션 l 바베큐파티.mp4	 제주풀빌라빈스 l 연이남매의 여름휴가브이로그 l 수영장펜션 l 바베큐파티.mp3
14	아일랜드 트래블러	18.4만명	-	-	제주 독채  8 구옥에 개방감을 한큰술 넣은 감성숙소  한경면 스테이 서하온	24777	316	호텔	제주도	-	제주,제주도,제주여행,제주숙소,제주독채,제주독채펜션,한경숙소,판포숙소	 여행크리에이터  제주여행  독채숙소  한경맛집 인스타그램 : jejuisland girl 협업문의 : islandtraveler naver com 모든 영상의 저작권은 아일랜드 트래블러에게 있으며 콘텐츠의 무단 도용 및 가공을 엄격히 금합니다	2021-10-23 00:00:00	https://i.ytimg.com/vi/-NUhAZ5IJVw/sddefault.jpg	https://www.youtube.com/watch?v=-NUhAZ5IJVw	제주 독채  8 구옥에 개방감을 한큰술 넣은 감성숙소  한경면 스테이 서하온.mp4	제주 독채  8 구옥에 개방감을 한큰술 넣은 감성숙소  한경면 스테이 서하온.mp3
15	리얼뽀뽀혜	138명	-	-	여름휴가 제주도 가는 날  가성비 대박 호텔 발견  feat 헤이서귀포 	5846	21	호텔	제주도	-	여름휴가,제주도,서귀포,가성비호텔,제주가성비호텔,헤이서귀포,서귀포호텔,제주도호텔,브이로그,야놀자	뚜랑 제주도 가기전 제주도 서귀포에 가성비 숙소란 숙소는 다 뒤져봤는데요  진짜 여기가 짱 성수기 오션뷰 2박에 12만원 실화 침대도 너무좋고 깨끗하고 ㅠㅠ 다음에 또 갈려구요 야놀자에서 예약했어요 여행로그  제주도  서귀포	2019-08-16 00:00:00	https://i.ytimg.com/vi/-O_b-ccksWw/sddefault.jpg	https://www.youtube.com/watch?v=-O_b-ccksWw	여름휴가 제주도 가는 날  가성비 대박 호텔 발견  feat 헤이서귀포.mp4	여름휴가 제주도 가는 날  가성비 대박 호텔 발견  feat 헤이서귀포.mp3
16	개꿀팁	388명	-	-	제주도 가성비 펜션 추천 매우싸게 예약하는방법  BEST 	32324	206	호텔	제주도	-	제주도가성비펜션,제주도펜션싸게구하는법,제주도펜션가성비,제주도풀빌라가성비,제주도가성비풀발라,제주도가성비풀빌라펜션	그동안 제주도 여행갈때마다 펜션 고를때 고민이셨던 분들 이걸로 한번에 해결되셨길  저도 나름 최선을다해서 설명해드렸습니다 초보유튜브라 아직 미숙한점 사과드리겠습니다 	2020-07-17 00:00:00	https://i.ytimg.com/vi/-p2X9S1hbtE/sddefault.jpg	https://www.youtube.com/watch?v=-p2X9S1hbtE	제주도 가성비 펜션 추천 매우싸게 예약하는방법  BEST.mp4	제주도 가성비 펜션 추천 매우싸게 예약하는방법  BEST.mp3
17	Jimmy House	137명	-	-	제주도 여행 숙소  제주 애월 더휴 풀빌라 	644	5	호텔	제주도	-	제주,제주도,여행,숙소,펜션,풀빌라,제주여행,제주도여행,제주숙소,제주도숙소,제주펜션,제주도펜션,풀빌라펜션,부부,브이로그,부부브이로그,일상,여행숙소,추천,숙소추천,제주도추천,제주추천,펜션추천,풀빌라추천,실내,수영장,실내수영장,숙소리뷰,리뷰,환상의섬	실내 수영장이 있는 풀빌라 펜션	2021-11-13 00:00:00	https://i.ytimg.com/vi/-Q0dJLOSYC4/hqdefault.jpg	https://www.youtube.com/watch?v=-Q0dJLOSYC4	제주도 여행 숙소  제주 애월 더휴 풀빌라.mp4	제주도 여행 숙소  제주 애월 더휴 풀빌라.mp3
18	helloshine헬로샤인		-	-	제주여행 ㅣ3박 4일동안 아무생각 없이 힐링여행ㅣ제주숙소   동백포레스트   카페   맛집까지 여행코스 완벽ㅣ여행브이로그  	7669	96	호텔	제주도	-	제주여행,제주도여행,제주겨울여행,제주3박4일,jeju,헬로샤인트립,동백포레스트,제주맛집,제주카페,제주여행코스,제주도여행코스	여러분 하이헬로   헬로샤인트립의 제주여행 브이로그에요 즐거운 여행 되세요  헬로샤인트립  제주겨울여행  제주여행코스  좋아요와 구독은 헬로샤인에게 힘이 됩니다  해상도 1080p로 설정하셔서 시청 부탁드려요  danmoo   hope you re happy https://youtu be/22sWYHLWq M  danmoo   like a movie https://youtu be/0 fBqzlJM7U  iphone 11 pro  https://www instagram com/helloshine /  helloshine1121 gmail com	2021-01-17 00:00:00	https://i.ytimg.com/vi/-Ssvke_vEI0/sddefault.jpg	https://www.youtube.com/watch?v=-Ssvke_vEI0	제주여행 ㅣ3박 4일동안 아무생각 없이 힐링여행ㅣ제주숙소   동백포레스트   카페   맛집까지 여행코스 완벽ㅣ여행브이로그.mp4	제주여행 ㅣ3박 4일동안 아무생각 없이 힐링여행ㅣ제주숙소   동백포레스트   카페   맛집까지 여행코스 완벽ㅣ여행브이로그.mp3
19	에롱데이Yerong’s Day		-	-	 신혼여행VLOG 5 제주신라호텔 호텔수영장  제주도카페  제주맛집 	1517	28	호텔	제주도	-	#제주도#신혼여행#신라호텔#신라호텔수영장#제주맛집#카트체험#제주카페#제주바다다	 신혼여행 제주도 제주신라호텔 제주맛집 제주카페 안녕하세요 에롱입니다    휴대폰 문제로 영상업로드가 너무 늦어졌어요 오랜만에 다시 돌아왔습니다 예쁘게 봐주셔서 감사합니다    	2020-06-15 00:00:00	https://i.ytimg.com/vi/-TbEfrYZsOs/sddefault.jpg	https://www.youtube.com/watch?v=-TbEfrYZsOs	 신혼여행VLOG 5 제주신라호텔 호텔수영장  제주도카페  제주맛집.mp4	 신혼여행VLOG 5 제주신라호텔 호텔수영장  제주도카페  제주맛집.mp3
19	에롱데이Yerong’s Day		-	-	 신혼여행VLOG 5 제주신라호텔 호텔수영장  제주도카페  제주맛집 	1517	28	호텔	제주도	-	#제주도#신혼여행#신라호텔#신라호텔수영장#제주맛집#카트체험#제주카페#제주바다다	 신혼여행 제주도 제주신라호텔 제주맛집 제주카페 안녕하세요 에롱입니다    휴대폰 문제로 영상업로드가 너무 늦어졌어요 오랜만에 다시 돌아왔습니다 예쁘게 봐주셔서 감사합니다    	2020-06-15 00:00:00	https://i.ytimg.com/vi/-TbEfrYZsOs/sddefault.jpg	https://www.youtube.com/watch?v=-TbEfrYZsOs	 신혼여행VLOG 5 제주신라호텔 호텔수영장  제주도카페  제주맛집.mp4	 신혼여행VLOG 5 제주신라호텔 호텔수영장  제주도카페  제주맛집.mp3
20	매주 떠나는 호캉스	2.3천명	-	-	제주 독채 풀빌라 제주 씨에스호텔 앤 리조트 씨에스호텔 조식 뷔페 제주 씨에스호텔 스위트 서귀포 호텔 서귀포 리조트 추천 서귀포 풀빌라 제주 5성급 호텔 추천 제주도 독채 숙소	3417	26	호텔	제주도	-	제주 씨에스 호텔,제주 씨에스호텔,씨에스호텔,제주 씨에스 리조트,제주 씨에스리조트,제주 씨에스호텔 앤 리조트,제주호텔,제주리조트,제주독채풀빌라,제주 독채 풀빌라,제주 풀빌라,제주 오션뷰 리조트,제주 오션뷰 호텔,제주 서귀포 호텔,제주 서귀포 리조트,제주 서귀포 독채 풀빌라,제주호텔 추천,제주리조트 추천,제주 풀빌라 추천,제주 허니문,제주 허니문 풀빌라,제주 숙소 추천,제주 숙소,시크릿가든 촬영지,꽃보다남자 촬영지,시크릿가든,꽃보다남자,제주 씨에스호텔 조식,씨에스호텔 조식,씨에스호텔 뷔페,씨에스호텔 로얄스위트룸,씨에스호텔 스위트룸,씨에스호텔 다이닝,제주 한옥호텔,제주 전통호텔,제주 5성급호텔 추천,제주 독채 숙소	 제주씨에스호텔  제주독채풀빌라  제주허니문 1박에 110만원  제주 독채 풀빌라 끝판왕 100년된 제주 어촌마을이 리조트로 탈바꿈한 제주 씨에스 호텔 리조트의 모든 것 제주 허니문 풀빌라로 유명한 이곳은 제주 서귀포 중문바다 앞 언덕에 위치한 29개의 단독 독채 풀빌라로 국내 최초 어촌마을 자체가 리조트로 재탄생한 5성급 전통호텔   리조트 입니다 1박에 110만원인 프라이빗한 노천탕과 오션뷰 테라스의 로얄스위트룸 객실 내부와 부대시설 씨에스호텔의 꽃 조식 뷔페 전메뉴까지 씨에스호텔 리조트의 모든 것을 담아보았습니다 현빈 하지원 드라마 시크릿가든의 촬영지로도 유명한 제주 씨에스호텔 리조트에서 꿈같은 여행 어떠신가요 영상이 궁금하시다면 지금 바로 클릭 rachelTV 매주 떠나는 호캉스 구독하기 https: youtu be 0wAZ0SJDYlc 제주 씨에스 호텔 리조트 바로가기 https: seaes co kr 협찬 제주 씨에스호텔로부터 룸 조식을 제공 받은 리얼 후기입니다	2021-09-16 00:00:00	https://i.ytimg.com/vi/-u4RQhY0oOI/sddefault.jpg	https://www.youtube.com/watch?v=-u4RQhY0oOI	제주 독채 풀빌라 제주 씨에스호텔 앤 리조트 씨에스호텔 조식 뷔페 제주 씨에스호텔 스위트 서귀포 호텔 서귀포 리조트 추천 서귀포 풀빌라 제주 5성급 호텔 추천 제주도 독채 숙소.mp4	제주 독채 풀빌라 제주 씨에스호텔 앤 리조트 씨에스호텔 조식 뷔페 제주 씨에스호텔 스위트 서귀포 호텔 서귀포 리조트 추천 서귀포 풀빌라 제주 5성급 호텔 추천 제주도 독채 숙소.mp3
21	helloshine헬로샤인		-	-	3박 4일 제주도 여행 브이로그 ㅣ나만 알고 싶은 제주감성숙소 ㅣ애월 숙소   동쪽 숙소   카페투어   소품샵   문도지오름   숨은 맛집까지ㅣ제주 여행 코스 힐링 	24762	414	호텔	제주도	-	제주,제주여행,제주도여행,제주3박4일,제주힐링여행,제주감성숙소,제주숙소,감성숙소,애월숙소,동쪽숙소,카페투어,소품샵,제주카페,제주카페투어,제주소품샵,문도지오름,숨은맛집,제주맛집,제주도맛집,제주여행코스,제주도여행코스,헬로샤인트립	여러분 하이헬로   헬로샤인트립의 브이로그입니다 즐거운 여행 되세요  제주여행  제주브이로그  제주감성숙소 좋아요와 구독은 헬로샤인에게 힘이 됩니다  해상도 1080p로 설정하셔서 시청 부탁드려요  Music provided by 브금대통령   연락없는밤   danmoo   colors   오늘의 일기   Subway Bossa  iphone 12 pro max  https: www instagram com helloshine  helloshine1121 gmail com	2022-02-26 00:00:00	https://i.ytimg.com/vi/-wzL-HiUQQ4/sddefault.jpg	https://www.youtube.com/watch?v=-wzL-HiUQQ4	3박 4일 제주도 여행 브이로그 ㅣ나만 알고 싶은 제주감성숙소 ㅣ애월 숙소   동쪽 숙소   카페투어   소품샵   문도지오름   숨은 맛집까지ㅣ제주 여행 코스 힐링.mp4	3박 4일 제주도 여행 브이로그 ㅣ나만 알고 싶은 제주감성숙소 ㅣ애월 숙소   동쪽 숙소   카페투어   소품샵   문도지오름   숨은 맛집까지ㅣ제주 여행 코스 힐링.mp3
22	셔니션		-	-	제주도 숙소투어  제주도 한림읍 독채펜션 잔월	64009	519	호텔	제주도	-	제주도숙소추천,제주도독채펜션,제주도가족여행,제주도브이로그,제주도고급펜션,제주도잔월,제주도서쪽펜션,제주도감성숙소,제주도숙소브이로그,제주도여행,국내가족여행,국내감성숙소	제주도숙소투어  2021 제주건축대상 대상  잔월 방문기	2022-02-07 00:00:00	https://i.ytimg.com/vi/-YftCBCTwBo/sddefault.jpg	https://www.youtube.com/watch?v=-YftCBCTwBo	제주도 숙소투어  제주도 한림읍 독채펜션 잔월.mp4	제주도 숙소투어  제주도 한림읍 독채펜션 잔월.mp3
23	어쩌다섬여자 Awesome	5.86천명	-	-	제주도 호텔 뷔페 다정다정  삼다정  가격 좋고 맛 좋고 분위기 까지 굿 	2820	26	호텔	제주도	-	제주도,제주맛집,제주호텔뷔페,제주도가성비맛집,제주가성비,제주가성비맛집,제주도호텔,제주메종글래드,제주메종글래드삼다정,삼다정점심,삼다정런치,삼다정런치가격,제주호텔,제주호텔추천,제주공항가까운,제주공항근처,제주공항,제주공항호텔,제주삼다정,제주삼다정뷔페,제주도뷔페,제주도가성비,제주도맛집,제주도점심,제주도점심뷔페,제주살이,제주도민맛집,제주도민추천,5월제주여행,제주5월여행,제주도가볼만한곳,제주도맛집추천,도민추천,도민맛집	 제주도 가성비맛집 호텔뷔페 모든영상은 고화질로 시청하세요 제주도민이 사랑하는 제주 호텔 메종글래드 삼다정 뷔페 뷔페 가격도 좋고 맛도 좋고 분위기도 좋고 서비스도 좋은 참 좋은 뷔페 삼다정 입니다 제주 삼다정 가격 아침 뷔페 성인  30 000원 아침 뷔페 어린이 : 2008년생 2016년생  17 000원 점심 뷔페 성인  49 000원 점심 뷔페 어린이 : 2008년생 2016년생  32 000원 저녁 뷔페 성인 89 000원 저녁 뷔페 어린이 2008년생 2016년생 50 000원 매일 07:00   10:00 조식 마지막입장 9:30 매일 12:00   14:30 중식  마지막입장 9:30 매일 18:00   21:30 석식 마지막입장 9:30 도민 20프로 할인  모두 봐주셔서 감사합니다 	2021-05-15 00:00:00	https://i.ytimg.com/vi/-yHoOJyQpOg/sddefault.jpg	https://www.youtube.com/watch?v=-yHoOJyQpOg	제주도 호텔 뷔페 다정다정  삼다정  가격 좋고 맛 좋고 분위기 까지 굿.mp4	제주도 호텔 뷔페 다정다정  삼다정  가격 좋고 맛 좋고 분위기 까지 굿.mp3
24	박다솜사탕		-	-	 vlog 그랜드 하얏트 제주에 대한 모든 것 : 제주5성급호텔  그랜드키친디너  라운지38  카페8조식  수영장  헬스장  팝업플라자	8849	71	호텔	제주도	-	제주,그랜드하얏트제주,제주도,제주여행,제주그랜드하얏트,제주호캉스,제주호텔,하얏트,그랜드키친,제주감성숙소,제주숙소,제주가볼만한곳,jeju,5성급호텔,38라운지,카페8	 그랜드하얏트제주  제주호캉스  내돈내산 안녕하세요:   이번 영상은 제주 5성급 호텔  그랜드하얏트 제주  영상입니다 작년에 cj오쇼핑에서 1박 패키지로 구매한 상품으로 다녀왔어요 2인기준 킹룸 조식 카페8  2인 디너 그랜드키친 2인 팝업플라자 25 000원 바우처  수영장 피트니스 이렇게 포함되어있네요   디너 포함인데 엄청 저렴하게 잘 다녀온거같아요 뿌듯 제가 갔을땐 태풍 때문에 실외 수영장은 이용 못했구요ㅠㅠ 뷰도 좋지 않았지만 그래도 마지막날 살짝 개어서 다행이였어요 맑을 때 꼭 다시 갈거에용 조식 디너 음식을 영상으로 전부 담고싶었는데 다 담겼을지는 모르겠네요 직원분들도 친절하고  룸컨디션 객실크기 너무 너무 좋았고  디너도 맛있고 저는 너 무 만족했던 호캉스였어요 재미있게 봐주세요 화면은 설정 화질 고급 1080p로 시청부탁드립니다 감사합니다 INSTAGRAM  https: www instagram com s om s2 E MAIL angle912 naver com	2022-02-11 00:00:00	https://i.ytimg.com/vi/0C0v7SP_rFo/sddefault.jpg	https://www.youtube.com/watch?v=0C0v7SP_rFo	 vlog 그랜드 하얏트 제주에 대한 모든 것 : 제주5성급호텔  그랜드키친디너  라운지38  카페8조식  수영장  헬스장  팝업플라자.mp4	 vlog 그랜드 하얏트 제주에 대한 모든 것 : 제주5성급호텔  그랜드키친디너  라운지38  카페8조식  수영장  헬스장  팝업플라자.mp3
25	슬기풀SEULKIFUL		-	-	제주도에서 가장 좋았던 신상 독채펜션 추천 	66601	372	호텔	제주도	-		안녕하세요 오랜만에 업로드하는 vlog네용 작년 10월에 친구들이랑 제주도를 다녀왔는데 너무너무 추천하고 싶은 숙소가 있어서 이렇게 편집해봤어요 보면서 다들 힐링하세요 친구들과의 재미있는 제주도 여행 썰은 다음에 또 편집해서 올게용 	2021-01-22 00:00:00	https://i.ytimg.com/vi/0EKq05goXmg/sddefault.jpg	https://www.youtube.com/watch?v=0EKq05goXmg	제주도에서 가장 좋았던 신상 독채펜션 추천.mp4	제주도에서 가장 좋았던 신상 독채펜션 추천.mp3
26	제주 자연을 담다.에이올TV	1.21천명	-	-	미니멀리즘  갤러리 같은 제주 서쪽 독채 감성 숙소 류월 Ryuwol 	491	14	호텔	제주도	-	제주도,제주,제주여행,제주도숙소,제주도풀빌라,제주도독채펜션,제주도감성숙소,제주도감성펜션,돌집스테이,풀빌라,독채펜션,감성숙소,감성펜션,이주희,이주희치어리더,황별님,황별님치어리더,nc다이노스,NCDINOS,금능해수욕장,협재해수욕장,금능해변,협재해변,한림,한림읍,에이올,Aall,치어리더,에이올화산송이샴푸,에이올용암해수트리트먼트,에이올샴푸,에이올트리트먼트,에이올파우더시트,다비코퍼레이션,동안백년,동안얼굴백년동안,독채풀빌라,신혼여행,신혼부부,커플여행	 제주감성숙소  제주독채펜션  제주돌집스테이  이주희  황별님 제주도 한림읍 금능리 마을에 위치한 류월 Ryuwol 금능해수욕장에서 5분거리 밖으로 노출된 것은 최소화하고 벽은 걸린 것 없이 모던하고 미니멀리즘을 추구한 돌집 스테이 전체적으로 인테리어는 낮은 시선 사장님이 사진을 전공하셔서  전체적으로 심플함을 추구하시고 그리고  사장님이 직접 관리하는 것이 장점 류월의 특징은 실내 자쿠지와 원형 다락방 그리고  세심한 웰컴 브레드까지 노키즈 존이므로 신혼부부나 연인들에게 추천 	2021-07-09 00:00:00	https://i.ytimg.com/vi/0Gc435Z_eLY/sddefault.jpg	https://www.youtube.com/watch?v=0Gc435Z_eLY	미니멀리즘  갤러리 같은 제주 서쪽 독채 감성 숙소 류월 Ryuwol.mp4	미니멀리즘  갤러리 같은 제주 서쪽 독채 감성 숙소 류월 Ryuwol.mp3
27	Cooking Sina쿠킹시나	5.43천명	-	-	나만 알고 싶은 제주 숙소 21 살 복층 독채  제주 혼자 한달살기 숙소공개  첫손님 랜선집들이 감성숙소  홈투어 귤밭뷰 한라산뷰 다락방브이로그 Jeju vlog 에어비앤비	6574	좋아요	호텔	제주도	-	#홈투어,#랜선집들이,제주살이,제주숙소,제주한달숙소,제주한달브이로그,제주브이로그,제주한달살기브이로그,제주도한달살기,#룸투어,#제주에어비앤비,제주한달살기숙소가격,제주도한달살기숙소	 BGM Track    아판뮤직   바램 ARTIST : 박지윤 노래  이진헌 작곡 YouTube   https: youtu be e0njles7ggI 나눔뮤직   https: tv naver com v 13595048	2020-10-29 00:00:00	https://i.ytimg.com/vi/0gqPjagGjXU/sddefault.jpg	https://www.youtube.com/watch?v=0gqPjagGjXU	나만 알고 싶은 제주 숙소 21 살 복층 독채  제주 혼자 한달살기 숙소공개  첫손님 랜선집들이 감성숙소  홈투어 귤밭뷰 한라산뷰 다락방브이로그 Jeju vlog 에어비앤비.mp4	나만 알고 싶은 제주 숙소 21 살 복층 독채  제주 혼자 한달살기 숙소공개  첫손님 랜선집들이 감성숙소  홈투어 귤밭뷰 한라산뷰 다락방브이로그 Jeju vlog 에어비앤비.mp3
28	제주길잡이	1.48천명	-	-	제주 호텔 추천 가성비 5선    제주공항근처  호텔 별 가격 첨부 	230278	60	호텔	제주도	-	제주도,제주도여행,제주,제주도동영상,제주도사진,제주도 호텔,가성비,호텔,가성비 호텔,공항 근처,제주 공항,제주공항,제주공항 근처,제주 공항 근처,밸류호텔,썬호텔,유탑 유블레스 호텔,레오 호텔,하워드 존슨 호텔	제주도 여행 갈 때 보고 가세요   아래에 여행지 정보를 링크해뒀어요 제주길잡이 네이버 블로그 http: blog naver com findjeju 제주길잡이 페이스북 https: facebook com findjejutour 제주길잡이 인스타그램 https: www instagram com findjeju 1  제주 썬 호텔 가성비 갑   주말 기준 7만원때 https: findjeju blog me 221403134141 Redirect Log from postView 2  제주 밸류 호텔  공항 근처 호텔    주말 기준 7만원때 https: findjeju blog me 221004032565 Redirect Log from postView 3  유탑 유블레스 호텔   주말 기준 6만원때 https: findjeju blog me 221312375249 Redirect Log from postView 4  레오 호텔   주말 기준 8만원때 https: findjeju blog me 220983342530 Redirect Log from postView 5  하워드 존슨 호텔 리얼 후기   주말 기준 7만원때 http: findjeju blog me 221044423564 Redirect Log from postView	2018-12-26 00:00:00	https://i.ytimg.com/vi/0h1A-08XWIc/sddefault.jpg	https://www.youtube.com/watch?v=0h1A-08XWIc	제주 호텔 추천 가성비 5선    제주공항근처  호텔 별 가격 첨부.mp4	제주 호텔 추천 가성비 5선    제주공항근처  호텔 별 가격 첨부.mp3
